asset_id,asset_name,company,company_cn,phase,indications,targets,mechanism,country,data_quality,data_sources,clinical_trial_id,next_milestone,estimated_timeline,source_url,notes,location,funding,priority,therapeutic_area,generic_name,status,rationale,expected_launch
CH028,SSGJ-611,三生国健,,N/A,成人中重度特应性皮炎 | 慢性鼻窦炎伴鼻息肉 | COPD,IL-4Rα,N/A,China,0.0,N/A,,,,,抗IL-4Rα单抗,,,,自免,,,,
CH029,SSGJ-613,三生国健,,N/A,急性痛风性关节炎,IL-1β,N/A,China,0.0,N/A,,,,,抗IL-1β单抗，已完成III期递交NDA,,,,自免,,,,
CH030,SSGJ-626,三生国健,,N/A,系统性红斑狼疮 | 皮肤型红斑狼疮,BDCA2,N/A,China,0.0,N/A,,,,,国内首个进入临床的抗BDCA2单抗,,,,自免,,,,
CH031,SSGJ-627,三生国健,,N/A,溃疡性结肠炎,TL1A,N/A,China,0.0,N/A,,,,,国内首个申报临床的抗TL1A单抗,,,,自免,,,,
CH032,SSGJ-707,三生制药/辉瑞,,N/A,NSCLC,PD-1/VEGF,N/A,China,0.0,N/A,,,,,60.5亿美元授权辉瑞，刷新中国创新药出海首付款纪录,,,,肿瘤/自免,,,,
CH033,汉达远,复宏汉霖,,N/A,类风湿关节炎 | 强直性脊柱炎 | 银屑病,TNF-α,N/A,China,0.0,N/A,,,,,阿达木单抗生物类似药,,,,自免,,,,
CH034,HLX43,复宏汉霖,,N/A,实体瘤,PD-L1,N/A,China,0.0,N/A,,,,,PD-L1 ADC，Hanjugator平台,,,,肿瘤,,,,
CH035,9MW2821,迈威生物,,N/A,尿路上皮癌 | 宫颈癌 | 三阴性乳腺癌,Nectin-4,N/A,China,0.0,N/A,,,,,Nectin-4 ADC，IDDC平台,,,,肿瘤,,,,
CH036,9MW1911,迈威生物,,N/A,慢性阻塞性肺疾病(COPD),ST2,N/A,China,0.0,N/A,,,,,国内首个进入临床的ST2单抗,,,,自免,,,,
CH037,君迈康,迈威生物/君实,,N/A,类风湿关节炎 | 强直性脊柱炎 | 银屑病 | 克罗恩病,TNF-α,N/A,China,0.0,N/A,,,,,阿达木单抗生物类似药,,,,自免,,,,
CH038,ATG-201,德琪医药/UCB,,N/A,B细胞相关自身免疫性疾病,CD19/CD3,N/A,全球,0.0,N/A,,,,,11.8亿美元授权优时比，AnTenGager平台,,,,自免,,,,
CH039,ATG-022,德琪医药,,N/A,胃癌,Claudin 18.2,N/A,China,0.0,N/A,,,,,CLDN18.2 ADC,,,,肿瘤,,,,
CH040,APG-2575,亚盛医药,,N/A,CLL/SLL | AML | MDS,Bcl-2,N/A,China,0.0,N/A,,,,,全球第二款获批Bcl-2抑制剂，潜在Best-in-Class,,,,血液肿瘤/自免,,,,
CH041,奥布替尼,诺诚健华,,N/A,多发性硬化(MS) | 免疫性血小板减少症(ITP) | SLE,BTK,N/A,China,0.0,N/A,,,,,BTK抑制剂，自免适应症全球开发,,,,自免/肿瘤,,,,
CH042,ICP-332,诺诚健华,,N/A,特应性皮炎 | 银屑病,TYK2,N/A,China,0.0,N/A,,,,,TYK2抑制剂,,,,自免,,,,
CH043,ICP-488,诺诚健华,,N/A,银屑病 | 白癜风,TYK2,N/A,China,0.0,N/A,,,,,TYK2抑制剂,,,,自免,,,,
CH044,QX002N,荃信生物,,N/A,强直性脊柱炎,IL-17A,N/A,China,0.0,N/A,,,,,抗IL-17A单抗,,,,自免,,,,
CH045,QX005N,荃信生物,,N/A,特应性皮炎 | 结节性痒疹 | 慢性鼻窦炎伴鼻息肉,IL-4Rα,N/A,China,0.0,N/A,,,,,抗IL-4Rα单抗，与华东医药合作,,,,自免,,,,
CH046,QX004N,荃信生物,,N/A,斑块银屑病,IL-23p19,N/A,China,0.0,N/A,,,,,抗IL-23p19单抗,,,,自免,,,,
CH047,Mufemilast,和美药业,,N/A,银屑病 | 白塞病 | 银屑病关节炎 | 强直性脊柱炎 | 特应性皮炎 | 溃疡性结肠炎 | COPD | 克罗恩病,PDE4B,N/A,China,0.0,N/A,,,,,潜在同类首创PDE4B抑制剂，双重作用机制,,,,自免,,,,
CH048,Obexelimab,泽纳仕生物/Xencor,,N/A,IgG4相关疾病 | 多发性硬化 | SLE,CD19/FcγRIIb,N/A,China,0.0,N/A,,,,,CD19/FcγRIIb双抗，下调B细胞活性,,,,自免,,,,
CH049,PM8002,普米斯/BioNTech,,N/A,TNBC | SCLC | NSCLC,PD-L1/VEGF,N/A,全球,0.0,N/A,,,,,PD-L1/VEGF双抗，9.5亿美元被BioNTech收购,,,,肿瘤,,,,
CH050,PM1080,普米斯/翰森,,N/A,NSCLC,EGFR/cMet,N/A,全球,0.0,N/A,,,,,EGFR/cMet双抗，授权翰森用于ADC开发,,,,肿瘤,,,,
CH051,EMB-06,岸迈生物/Vignette,,N/A,自身免疫性疾病,BCMA/CD3,N/A,China,0.0,N/A,,,,,BCMA/CD3双抗，授权Vignette Bio,,,,自免,,,,
CH052,GR1803,智翔金泰,,N/A,系统性红斑狼疮,BCMA/CD3,N/A,China,0.0,N/A,,,,,BCMA/CD3双抗，自免适应症III期,,,,自免,,,,
W19-ADC-001,DB-2304,DualityBio,映恩生物,Phase 1,系统性红斑狼疮(SLE) | 皮肤型红斑狼疮(CLE),BDCA2,N/A,China,0.0,"招股说明书, HKEX公告",,,,,,,,,自免,,,,
W19-ADC-002,LFD-200,Lifordi Immunotherapeutics,Lifordi,Phase 1,类风湿关节炎(RA) | 炎症性疾病,VISTA,N/A,美国,0.0,"Lifordi官网, 公司PR",,,,,,,,,自免,,,,
W19-ADC-003,ABBV-3373,AbbVie,艾伯维,Phase 2 (已终止),类风湿关节炎,TNF-α,N/A,美国,0.0,"ClinicalTrials.gov, 文献",,,,,,,,,自免,,,,
W19-ADC-004,SHR-4597,Hengrui Medicine,恒瑞医药,Phase 2,支气管哮喘,IL-4Rα,N/A,China,0.0,"恒瑞医药公告, AdisInsight",,,,,,,,,自免/呼吸,,,,
W19-ADC-005,BDCA2-ADC,InnoCare,诺诚健华,Preclinical,系统性红斑狼疮,BDCA2,N/A,China,0.0,HKEX公告,,,,,,,,,自免,,,,
W19-ADC-006,XMT-2056,Mersana Therapeutics,Mersana,Phase 1,HER2+实体瘤,HER2,N/A,美国,0.0,"Mersana官网, 公司公告",,,,,,,,,肿瘤/自免,,,,
W19-ADC-007,BDC-1001,Bolt Biotherapeutics,Bolt Biotherapeutics,Phase 2,HER2+实体瘤,HER2,N/A,美国,0.0,ClinicalTrials.gov,,,,,,,,,肿瘤,,,,
W19-ADC-008,ADCT-211,ADC Therapeutics,ADC Therapeutics,Preclinical,胶质母细胞瘤 | 黑色素瘤,IL-13Rα2,N/A,United States,0.0,AACR会议,,,,,,,,,肿瘤,,,,
W19-ADC-009,GlycoConnect平台,Synaffix,Synaffix (Lonza),技术平台,,N/A,N/A,荷兰,0.0,"Nature, 公司公告",,,,,,,,,平台技术,,,,
W19-ADC-010,P5技术平台,Tubulis,Tubulis,技术平台,,N/A,N/A,Germany,0.0,Drug Target Review,,,,,,,,,平台技术,,,,
W19-ADC-011,XpressCF+平台,Sutro Biopharma,Sutro Biopharma,技术平台,,N/A,N/A,美国,0.0,公司公告,,,,,,,,,平台技术,,,,
W19-ADC-012,TAC-001,Tallac Therapeutics,Tallac Therapeutics,Phase 1/2,实体瘤,TBD,N/A,美国,0.0,BioSpace,,,,,,,,,肿瘤,,,,
W19-ADC-013,ISAC平台,Seagen,Seagen (Pfizer),技术平台,,多种,N/A,美国,0.0,AACR会议,,,,,,,,,技术平台,,,,
W19-ADC-014,IBI3007,信达生物,信达生物,Preclinical,实体瘤,Trop-2,N/A,China,0.0,AACR 2024,,,,,,,,,肿瘤,,,,
W19-ADC-015,ISAC管线,荣昌生物,荣昌生物,技术平台,,多种,N/A,China,0.0,公司公告,,,,,,,,,技术平台,,,,
W19-ADC-016,BR111,Boerui Biopharmaceutical,博锐生物,Phase 1,ROR1阳性血液瘤 | 实体瘤,ROR1,N/A,China,0.0,公司公告,,,,,,,,,肿瘤,,,,
W19-ADC-017,BRY812,Boerui Biopharmaceutical,博锐生物,Phase Ib/II,晚期恶性肿瘤,LIV-1,N/A,China,0.0,公司公告,,,,,,,,,肿瘤,,,,
W19-ADC-018,BDCA2抗体,三生国健,三生国健,IND申请,系统性红斑狼疮,BDCA2,N/A,China,0.0,CDE公告,,,,,,,,,自免,,,,
W19-ADC-019,BIIB059,Biogen,渤健,Phase 2,系统性红斑狼疮 | 皮肤型红斑狼疮,BDCA2,N/A,美国,0.0,"JCI, PMC",,,,,,,,,自免,,,,
W19-ADC-020,DIMAC平台,DualityBio,映恩生物,技术平台,,多种,N/A,China,0.0,招股说明书,,,,,,,,,平台技术,,,,
W19-ADC-021,ISAC管线,Hengrui Medicine,恒瑞医药,技术平台,,多种,N/A,China,0.0,智慧芽,,,,,,,,,技术平台,,,,
W19-ADC-022,HER2-ISAC,Daiichi Sankyo,第一三共,Preclinical,HER2+实体瘤,HER2,N/A,Japan,0.0,文献,,,,,,,,,肿瘤,,,,
W19-ADC-023,STING-ISAC,F-Star Therapeutics,F-Star,Preclinical,实体瘤,多种,N/A,英国,0.0,文献,,,,,,,,,肿瘤,,,,
W19-ADC-024,TROP2-ISAC,Innovent Biologics,信达生物,Preclinical,实体瘤,Trop-2,N/A,China,0.0,AACR 2024,,,,,,,,,肿瘤,,,,
W19-ADC-025,HB2198,Hinge Bio,Hinge Bio,Preclinical,狼疮性肾炎 | SLE,CD19/CD20,N/A,美国,0.0,"JASN, Scientific Reports",,,,,,,,,自免,,,,
W19-ADC-026,LY3541860,Eli Lilly,礼来,Preclinical,自身免疫疾病,CD19,N/A,美国,0.0,JCI,,,,,,,,,自免,,,,
W19-ADC-027,STRO-004,Sutro Biopharma,Sutro Biopharma,IND申请中,实体瘤,组织因子,N/A,美国,0.0,公司公告,,,,,,,,,肿瘤,,,,
W19-ADC-028,Dual-Payload ADC,Sutro Biopharma,Sutro Biopharma,Preclinical,实体瘤,多种,N/A,美国,0.0,公司公告,,,,,,,,,肿瘤,,,,
W19-ADC-029,iADC,Sutro Biopharma,Sutro Biopharma,Preclinical,实体瘤,多种,N/A,美国,0.0,公司公告,,,,,,,,,肿瘤,,,,
W19-ADC-030,SYNtecan平台,Genmab/Synaffix,Genmab,技术平台,,N/A,N/A,荷兰/丹麦,0.0,Synaffix公告,,,,,,,,,平台技术,,,,
W19-ADC-031,TUB-030,Tubulis,Tubulis,临床前,实体瘤,5T4,N/A,Germany,0.0,公司公告,,,,,,,,,肿瘤,,,,
W19-ADC-032,TUB-040,Tubulis,Tubulis,Phase I/IIa,铂耐药卵巢癌,NaPi2b,N/A,Germany,0.0,FDA公告,,,,,,,,,肿瘤,,,,
W19-ADC-033,EO-1022,Elevation Oncology,Elevation Oncology,开发中,HER3+实体瘤,HER3,N/A,美国,0.0,公司公告,,,,,,,,,肿瘤,,,,
W19-ADC-034,DITAC平台,DualityBio,映恩生物,技术平台,,多种,N/A,China,0.0,招股说明书,,,,,,,,,平台技术,,,,
W19-ADC-035,DIBAC平台,DualityBio,映恩生物,技术平台,,多种,N/A,China,0.0,招股说明书,,,,,,,,,平台技术,,,,
W19-ADC-036,DUPAC平台,DualityBio,映恩生物,技术平台,,多种,N/A,China,0.0,招股说明书,,,,,,,,,平台技术,,,,
W19-ADC-037,IgG(XE114)-ISAC,University of Milan,米兰大学,Preclinical,肾癌,CAIX,N/A,意大利,0.0,文献,,,,,,,,,肿瘤,,,,
W19-ADC-038,淋巴管调节专利,University of Virginia,弗吉尼亚大学,技术平台,神经系统自身免疫病,淋巴管,N/A,美国,0.0,Cell杂志,,,,,,,,,神经自免,,,,
W19-ADC-039,自身免疫病诊断与治疗专利,Oxford University,牛津大学,技术平台,神经系统自身免疫病,多种,N/A,英国,0.0,多个期刊,,,,,,,,,神经自免,,,,
W19-ADC-040,SHR-2173,Hengrui Medicine,恒瑞医药,获批临床,系统性红斑狼疮,免疫细胞,N/A,China,0.0,恒瑞医药公告,,,,,,,,,自免,,,,
W19-ADC-041,双特异性ADC,Cidara Therapeutics,Cidara Therapeutics,Preclinical,细菌感染,细菌靶点,N/A,美国,0.0,Nature,,,,,,,,,抗感染/自免,,,,
W19-ADC-042,泽贝妥单抗,博锐生物,博锐生物,Phase 3/临床,原发免疫性血小板减少症(ITP) | SLE,CD20,N/A,China,0.0,公司公告,,,,,,,,,自免,,,,
W19-ADC-043,ICP-B794,InnoCare,诺诚健华,IND申请中,实体瘤,B7-H3,N/A,China,0.0,HKEX公告,,,,,,,,,肿瘤,,,,
W19-ADC-044,Vibativ ADC技术,Genentech/Roche,基因泰克/罗氏,技术平台,,多种,N/A,美国,0.0,文献,,,,,,,,,技术平台,,,,
W19-ADC-045,非天然氨基酸技术,Ambrx,Ambrx,技术平台,,多种,N/A,美国,0.0,文献,,,,,,,,,技术平台,,,,
W19-ADC-046,ARX788,ARX788,新码生物/Ambrx,Phase 3,HER2+乳腺癌,HER2,N/A,China,0.0,文献,,,,,,,,,肿瘤,,,,
W19-ADC-047,Zynlonta,ADC Therapeutics,ADC Therapeutics,获批上市,大B细胞淋巴瘤,CD19,N/A,United States,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-048,CD25-ADC,ADC Therapeutics,ADC Therapeutics,临床前,淋巴瘤 | 自免,CD25,N/A,United States,0.0,公司公告,,,,,,,,,肿瘤/自免,,,,
W19-ADC-049,Adcetris,Seagen,Seagen,获批上市,霍奇金淋巴瘤,CD30,N/A,美国,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-050,Kadcyla,Roche/Genentech,罗氏/基因泰克,获批上市,HER2+乳腺癌,HER2,N/A,United States,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-051,Enhertu,第一三共/AZ,第一三共/阿斯利康,获批上市,HER2+乳腺癌 | HER2-low乳腺癌,HER2,N/A,日本/英国,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-052,Trodelvy,Gilead/Immunomedics,吉利德,获批上市,三阴性乳腺癌,Trop-2,N/A,美国,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-053,Datroway,AstraZeneca/Daiichi,阿斯利康/第一三共,获批上市,HR+/HER2-乳腺癌,Trop-2,N/A,United States,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-054,Padcev,Pfizer,辉瑞,获批上市,尿路上皮癌,Nectin-4,N/A,美国,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-055,维迪西妥单抗,荣昌生物,荣昌生物,获批上市,HER2+胃癌 | 尿路上皮癌,HER2,N/A,China,0.0,NMPA,,,,,,,,,肿瘤,,,,
W19-ADC-056,Elahere,ImmunoGen/华东医药,ImmunoGen,获批上市,卵巢癌,FRα,N/A,美国,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-057,Blenrep,GSK,GSK,获批上市(后撤市),多发性骨髓瘤,BCMA,N/A,英国,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-058,Akalux,Rakuten Medical,Rakuten Medical,获批上市(日本),头颈癌,EGFR,N/A,Japan,0.0,PMDA,,,,,,,,,肿瘤,,,,
W19-ADC-059,Tivdak,Genmab/Seagen,Genmab,获批上市,宫颈癌,TF(组织因子),N/A,United States,0.0,FDA,,,,,,,,,肿瘤,,,,
W19-ADC-060,ABBV-154,AbbVie,艾伯维,已终止,类风湿关节炎,TNF-α,N/A,美国,0.0,公司公告,,,,,,,,,自免,,,,
W19-ADC-061,Lenabasum,Corbus Pharmaceuticals,Corbus Pharmaceuticals,Phase 3,系统性硬化症 | 皮肌炎,CB2受体,N/A,美国,0.0,ClinicalTrials.gov,,,,,,,,,自免,,,,
W19-ADC-062,IBI3001,Innovent,信达生物,Preclinical,实体瘤,B7-H3/EGFR,N/A,China,0.0,AACR 2024,,,,,,,,,肿瘤,,,,
W19-ADC-063,IBI343,Innovent,信达生物,Preclinical,实体瘤,Claudin18.2,N/A,China,0.0,AACR 2024,,,,,,,,,肿瘤,,,,
W19-ADC-064,DB-1419,DualityBio,映恩生物,Preclinical,实体瘤,B7-H3/PD-L1,N/A,China,0.0,招股说明书,,,,,,,,,肿瘤,,,,
W19-ADC-065,DB-1418,DualityBio,映恩生物,Phase 1,实体瘤,HER3/EGFR,N/A,China,0.0,招股说明书,,,,,,,,,肿瘤,,,,
W19-ADC-066,BR102,Boerui Biopharmaceutical,博锐生物,临床,恶性肿瘤,PD-L1/TGF-β,N/A,China,0.0,公司公告,,,,,,,,,肿瘤,,,,
W19-ADC-067,SHR-1819,Hengrui Medicine,恒瑞医药,Phase 3,特应性皮炎,IL-4Rα,N/A,China,0.0,国投证券研报,,,,,,,,,自免,,,,
W19-ADC-068,双抗ADC管线,Zymeworks,Zymeworks,Preclinical,实体瘤,多种,N/A,Canada,0.0,AACR,,,,,,,,,肿瘤,,,,
W20-001,KT-474 (SAR444656),Kymera Therapeutics/Sanofi,,Phase 2,Hidradenitis Suppurativa | Atopic Dermatitis | Rheumatoid Arthritis,IRAK4,IRAK4 degradation blocking TLR/IL-1R signaling,United States,0.0,N/A,,,,,,,,,,,Active - Ongoing trials,,
W20-002,KT-621,Kymera Therapeutics,,Phase 1b/2,Atopic Dermatitis | Asthma | COPD | CRSwNP | Eosinophilic Esophagitis,STAT6,STAT6 degradation blocking IL-4/IL-13 signaling pathway,United States,0.0,N/A,,,,,,,,,,,Active - Phase 1 data reported 2025,,
W20-003,KT-295,Kymera Therapeutics,,Phase 1,Inflammatory Bowel Disease | Psoriasis | Other IL-12/23-driven diseases,TYK2,"TYK2 degradation blocking Type I IFN, IL-12 and IL-23 signaling",United States,0.0,N/A,,,,,,,,,,,Active - IND filed 2025,,
W20-004,NX-5948 (Bexobrutideg),Nurix Therapeutics,,Phase 1,Autoimmune Hemolytic Anemia | B-cell Malignancies | Inflammation/Autoimmune,BTK,BTK degradation with brain penetration,United States,0.0,N/A,,,,,,,,,,,Active - Autoimmune expansion planned 2025,,
W20-005,NX-2127,Nurix Therapeutics,,Phase 1a/1b,Aggressive Lymphomas,BTK + IKZF1/3,Dual degradation of BTK and cereblon neosubstrates Ikaros/Aiolos,United States,0.0,N/A,,,,,,,,,,,Active - Re-initiated enrollment March 2024,,
W20-006,GS-6791 (NX-0479),Nurix Therapeutics/Gilead,,Preclinical/Clinical,Rheumatoid Arthritis | Other Inflammatory Diseases,IRAK4,Selective IRAK4 degradation,United States,0.0,N/A,,,,,,,,,,,Active,,
W20-007,STAT6 Degrader,Nurix Therapeutics/Sanofi,,Preclinical,Type 2 Inflammatory Diseases,STAT6,STAT6 degradation for Th2 pathway inhibition,United States,0.0,N/A,,,,,,,,,,,Active - DC nomination H1 2025,,
W20-008,MRT-6160,Monte Rosa Therapeutics/Novartis,,Phase 1,Rheumatoid Arthritis | Systemic Lupus Erythematosus | Sjögren's Disease | IBD,VAV1,VAV1 degradation attenuating T and B cell effector functions,United States,0.0,N/A,,,,,,,,,,,Active - Phase 1 data Q1 2025,,
W20-009,MRT-8102,Monte Rosa Therapeutics,,Phase 1,Acute Inflammatory Conditions | Cardiovascular Disease | NLRP3-driven diseases,NEK7,"NEK7-directed MGD targeting NLRP3 inflammasome, IL-1β and IL-6",United States,0.0,N/A,,,,,,,,,,,Active - Positive interim data reported Jan 2026,,
W20-010,ARV-393,Arvinas,,Phase 1,Non-Hodgkin Lymphoma | B-cell Malignancies | Autoimmune (potential),BCL6,BCL6 degradation affecting Tfh and B cell differentiation,United States,0.0,N/A,,,,,,,,,,,Active,,
W20-011,BGB-16673,BeiGene (百济神州),,Phase 3,CLL | B-cell Malignancies | Autoimmune (planned),BTK,BTK degradation eliminating scaffolding function and resistance mutations,China,0.0,N/A,,,,,,,,,,,Active - First BTK PROTAC in Phase 3,,
W20-012,BGB-45035,BeiGene (百济神州),,Phase 1/2,Autoimmune Diseases | Rheumatoid Arthritis | Atopic Dermatitis,IRAK4,IRAK4 degradation for TLR/IL-1R pathway inhibition,China,0.0,N/A,,,,,,,,,,,Active,,
W20-013,HSK29116,Haisco (海思科),,Phase 1,B-cell Lymphoma | Autoimmune Diseases,BTK,BTK degradation,China,0.0,N/A,,,,,,,,,,,Active,,
W20-014,HP518,Hicure Pharma (海创药业),,Phase 2,Prostate Cancer,AR,AR degradation (wild-type and mutant),China,0.0,N/A,,,,,,,,,,,Active - First oral AR PROTAC in China clinical trials,,
W20-015,HP568,Hicure Pharma (海创药业),,Phase 1,ER+/HER2- Breast Cancer,ER,ERα degradation,China,0.0,N/A,,,,,,,,,,,Active,,
W20-016,HRS-5041,Hengrui Medicine (恒瑞医药),,Phase 1/2,Prostate Cancer,AR,AR degradation,China,0.0,N/A,,,,,,,,,,,Active,,
W20-017,ICP-490,Innocare (诺诚健华),,Phase 1,Multiple Myeloma | Non-Hodgkin Lymphoma | Autoimmune potential,IKZF1/3,IKZF1 and IKZF3 degradation via CRL4CRBN,China,0.0,N/A,,,,,,,,,,,Active,,
W20-018,KPG-121,Kangpu Biopharma (康朴生物),,Phase 2/3,mCRPC,IKZF1/3 + CK1α,"Degradation of IKZF1, IKZF3 and CK1α",China,0.0,N/A,,,,,,,,,,,Active - FDA approved for Phase 2/3 June 2024,,
W20-019,KPG-818,Kangpu Biopharma (康朴生物),,Phase 1,Autoimmune Diseases,IKZF1/3,Selective IKZF1/3 degradation,China,0.0,N/A,,,,,,,,,,,Active,,
W20-020,GLB-002,Glabstone Biosciences,,Phase 1,Non-Hodgkin Lymphoma,IKZF1/3,Novel cereblon modulator selectively targeting IKZF1/3,United States,0.0,N/A,,,,,,,,,,,Active - ASH 2025 data,,
W20-021,RIPK1 PROTAC,Academic/Various,,Preclinical,Inflammatory Diseases | Autoimmune Diseases | Immunogenic Cell Death enhancement,RIPK1,RIPK1 degradation sensitizing cells to necroptosis,International,0.0,N/A,,,,,,,,,,,Research,,
W20-022,RIPK2 Degrader,Academic,,Preclinical,Inflammatory Diseases | Autoimmune Diseases,RIPK2,RIPK2 degradation for inflammatory pathway modulation,International,0.0,N/A,,,,,,,,,,,Research,,
W20-023,L18I (BTK Degrader),Academic,,Preclinical,Rheumatoid Arthritis | Autoimmune Diseases,BTK,BTK degradation,International,0.0,N/A,,,,,,,,,,,Research,,
W20-024,DZ-837,Academic,,Preclinical,DLBCL | Autoimmune (potential),BCL6,BCL6 degradation,International,0.0,N/A,,,,,,,,,,,Research,,
W20-025,HL435 (DCAF11-based PROTAC),Academic (Li Group),,Preclinical,Cancer | Potential autoimmune applications,BRD4,BRD4 degradation via CRL4DCAF11,China,0.0,N/A,,,,,,,,,,,Research,,
W20-026,L134 (DCAF11 PROTAC),Academic,,Preclinical,Cancer,BRD4,BRD4 degradation via DCAF11,International,0.0,N/A,,,,,,,,,,,Research,,
W20-027,DBr-1 (DCAF1 PROTAC),Academic (Thoma Group),,Preclinical,Cancer,BRD9,BRD9 degradation via DCAF1,International,0.0,N/A,,,,,,,,,,,Research,,
W20-028,DBt-10 (DCAF1 BTK PROTAC),Academic,,Preclinical,B-cell Malignancies | Autoimmune,BTK,BTK degradation via DCAF1,International,0.0,N/A,,,,,,,,,,,Research,,
W20-029,SJ46421 (KLHDC2 PROTAC),Academic (Schulman Group),,Preclinical,Cancer,BRD3,BRD3 degradation via KLHDC2 C-degron,International,0.0,N/A,,,,,,,,,,,Research,,
W20-030,K2-B4-3e (KLHDC2 PROTAC),Academic (Békés Group),,Preclinical,Cancer,BRD2/3/4,BET protein degradation via KLHDC2,International,0.0,N/A,,,,,,,,,,,Research,,
W20-031,22-SLF (FBXO22 PROTAC),Academic (Zhang Group),,Preclinical,Research Tool,FKBP12,FKBP12 degradation via FBXO22,International,0.0,N/A,,,,,,,,,,,Research,,
W20-032,NEP108/NEP162 (GID4 PROTAC),Academic (Dong Group),,Preclinical,Cancer,BRD4/BRD2,BET degradation via GID4,International,0.0,N/A,,,,,,,,,,,Research,,
W20-033,MAGEA11-Recruiting PROTAC (105B),Academic (Jacobsen et al.),,Preclinical,Cancer,BET Proteins,BET degradation via tissue-specific E3 MAGEA11,International,0.0,N/A,,,,,,,,,,,Research,,
W20-034,Proxygen Molecular Glue Platform,Proxygen,,Platform,Multiple,Undisclosed,High-throughput molecular glue discovery,Austria,0.0,N/A,,,,,,,,,,,Active - Multiple partnerships,,
W20-035,Celeris One Platform,Celeris Therapeutics,,Platform,Multiple,Various,AI-driven proximity-inducing compound discovery,Austria,0.0,N/A,,,,,,,,,,,"Active - Partnerships with BI, Merck KGaA",,
W20-036,QuEEN Platform,Monte Rosa Therapeutics,,Platform,Multiple,Various,AI/ML-enabled molecular glue discovery,United States,0.0,N/A,,,,,,,,,,,Active,,
W20-037,DELigase Platform,Nurix Therapeutics,,Platform,Multiple,Various,DNA-encoded library for E3 ligase modulation,United States,0.0,N/A,,,,,,,,,,,Active,,
W20-038,Pegasus Platform,Kymera Therapeutics,,Platform,Multiple,Various,Targeted protein degradation platform,United States,0.0,N/A,,,,,,,,,,,Active,,
W20-039,HZ-Q1070,Hezheng Pharma (和正医药),,Phase 1,Hematological Tumors | Autoimmune Diseases,BTK,BTK degradation,China,0.0,N/A,,,,,,,,,,,Active,,
W20-040,CFT7455,C4 Therapeutics,,Phase 1/2,Multiple Myeloma | Non-Hodgkin Lymphoma,IKZF1/3,IKZF1/3 degradation,United States,0.0,N/A,,,,,,,,,,,Active,,
W20-041,NX-1607,Nurix Therapeutics,,Phase 1,Solid Tumors | Immuno-Oncology,CBL-B,CBL-B inhibition for immune cell activation,United States,0.0,N/A,,,,,,,,,,,Active,,
W20-042,AC0676,Accutar Biotechnology,,Phase 1,Autoimmunity | B-cell Malignancies,BTK WT + C481S,BTK degradation including C481S mutant,China/USA,0.0,N/A,,,,,,,,,,,Active,,
W20-043,Mezigdomide (CC-92480),Bristol Myers Squibb,,Phase 3,Multiple Myeloma | Autoimmune potential,IKZF1/3,Novel CELMoD degrading IKZF1/3,United States,0.0,N/A,,,,,,,,,,,Active,,
W20-044,KT-413,Kymera Therapeutics,,Phase 1,Lymphomas,IRAK4 + IMiD substrates,Dual mechanism PROTAC,United States,0.0,N/A,,,,,,,,,,,Active,,
W20-045,CRL2-KLHL22 E3 Ligase,Harvard/Novartis,,Preclinical,Multiple,Various,New E3 ligase for TPD,United States,0.0,N/A,,,,,,,,,,,Research,,
W20-046,HSP90-based Degraders (CHAMP),Various,,Preclinical,Cancer,Various,HSP90 chaperone complex-mediated degradation,International,0.0,N/A,,,,,,,,,,,Research,,
W20-047,Oral PROTAC Technology,Multiple,,Platform,Multiple,Various,Oral bioavailability optimization for PROTACs,International,0.0,N/A,,,,,,,,,,,Active,,
W20-048,VHL-based PROTACs,Various,,Clinical/Preclinical,Multiple,Various,VHL E3 ligase recruitment,International,0.0,N/A,,,,,,,,,,,Active,,
W20-049,Cereblon-based PROTACs,Multiple,,Clinical/Preclinical,Multiple,Various,CRBN E3 ligase recruitment,International,0.0,N/A,,,,,,,,,,,Active,,
W20-050,Tissue-Specific E3 Ligases (Tumor-specific),奥瑞药业 (Aurigene),,Preclinical,Cancer | Autoimmune,Various,Tumor-specific E3 ligase for PROTAC development,China,0.0,N/A,,,,,,,,,,,Research,,
W20-051,Pan-KRAS PROTAC,奥瑞药业 (Aurigene),,Preclinical,Cancer,KRAS,Pan-KRAS degradation,China,0.0,N/A,,,,,,,,,,,Research,,
W20-052,HP537,Hicure Pharma (海创药业),,Phase 1,Hematologic Malignancies,p300/CBP,p300/CBP inhibitor,China,0.0,N/A,,,,,,,,,,,Active,,
W20-053,HP560,Hicure Pharma (海创药业),,Phase 1,Myelofibrosis,BET,BET inhibitor,China,0.0,N/A,,,,,,,,,,,Active,,
